disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Use of carbon credits,col2_Identify target,col3_Emissions purchased/sold (metric tonnes CO2e),col4_Verified to which standard,col5_Outline the crediting period and country(ies)/area(s) where offsetting efforts are or will be taking place,col6_Comment
2025 Disclosure Cycle,779465,CDP,2012309,Northumberland National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,No carbon credits sold to or purchased from outside the jurisdiction mare used in the calculation.\n
2025 Disclosure Cycle,779465,CDP,2012310,Peak District National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We do not plan to do this
2025 Disclosure Cycle,779465,CDP,2012312,Yorkshire Dales National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We currently have no plans to use offsetting to meet mitigations for place nor the organisation.
2025 Disclosure Cycle,779465,CDP,2023043,Nasushiobara City,City,Japan,Japan,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,なし
2025 Disclosure Cycle,779465,CDP,2027854,"City of Lafayette, IN",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,2027856,Cañada Rosquín,City,Latin America,Argentina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,ninguno
2025 Disclosure Cycle,779465,CDP,2027864,El Trebol,City,Latin America,Argentina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,2027869,San Salvador de Jujuy,City,Latin America,Argentina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,ninguno
2025 Disclosure Cycle,779465,CDP,2033711,Prefeitura de Arapiraca,City,Latin America,Brazil,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Possuimos Cooperação técnica para explorar os créditos de carbono de uma área de caatinga preservada no município mas ainda não foi realizado
2025 Disclosure Cycle,779465,CDP,2033737,Prefeitura de Crato,City,Latin America,Brazil,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,2044700,Municipality of Escobar,City,Latin America,Argentina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,ninguno
2025 Disclosure Cycle,779465,CDP,2044738,City of Balanga,City,South East Asia & Oceania,Philippines,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"The City of Balanga does not currently use or plan to use carbon credits sold to or purchased from outside the jurisdiction. Residual emissions under the net-zero target will instead be neutralized through local offset projects within the city and province, particularly mangrove rehabilitation, urban greening, and ecosystem restoration."
2025 Disclosure Cycle,779465,CDP,2044740,City of Samal,City,South East Asia & Oceania,Philippines,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"The total GHG of IGaCoS have a value of 137,588.78 total carbon dioxide emission, and the equivalent forestry removal of IGaCoS is 26,806.76, equating Net Emission of 110,782 total carbon dioxide emission, resulting in 0.95 per capita emission. In conclusion, the people in IGaCoS should grow at least 6 to 7 trees to achieve the LGU's carbon neutrality. And IGaCoS needs to plant a total of 738,547 trees, occupying a total land area of 923.18 hectares. \n\nReference:\nOne Package E-LCCAP Re: Greenhouse Gas (GHG) Inventory for Two (2) Local Government Units (Community Level), 2022"
2025 Disclosure Cycle,779465,CDP,2044749,Kalix Municipality,City,Europe,Sweden,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We don't use carbon credits and as far as I know we don't plan too either. 
2025 Disclosure Cycle,779465,CDP,2044754,Karatay Municipality,City,UKWW,Türkiye,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,o Comment
2025 Disclosure Cycle,779465,CDP,2044758,Cà Mau City,City,South East Asia & Oceania,Viet Nam,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Currently, Cà Mau has not independently conducted any large-scale carbon credit trading. However, the province plays a key role in Vietnam's national carbon market strategy. Cà Mau is currently in the preparatory phase, laying the groundwork for carbon credits—particularly forest and mangrove-based (blue carbon) credits.\n\nThe provincial government has approved the \'Sustainable Forest Management and Forest Certification Project,\' which includes a crucial component on developing a carbon credit market. The project aims to inventory and assess carbon stocks in forest areas and establish a transparent roadmap for selling carbon credits in both international and domestic markets.\n\nCà Mau's enormous potential\nCà Mau is considered Vietnam's \'gold mine\' for carbon credits for the following reasons:\n\nLargest forest area: The province has the largest area of mangrove and melaleuca forests in the country, with extremely high CO₂ sequestration capacity.\nMassive carbon stocks: Experts estimate that with over 140,000 hectares of forest, Cà Mau has the potential to generate more than 10 million carbon credits annually.\nHigh economic value: Given international market prices (typically ranging from 5 to 15 USD per credit), this resource could generate tens to hundreds of millions of USD annually for the province.\nSteps currently underway\nTo turn this potential into reality, Cà Mau is focusing on the following key actions:\n\nInventory and measurement: Completing accurate measurement and calculation of carbon stocks stored in forest areas.\nLegal framework development: Establishing clear mechanisms and policies for carbon credit sales, with a particular emphasis on benefit-sharing mechanisms to ensure fair compensation for forest-protecting communities and households.\nPartner engagement: Actively collaborating with international organizations and businesses seeking to purchase carbon credits to offset their emissions.\nIn summary, Cà Mau is currently in the preparation phase and is best positioned to become one of Vietnam's and the region's leading suppliers of carbon credits."
2025 Disclosure Cycle,779465,CDP,2045055,Jayapura Regency,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
