disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Total annual jurisdiction-wide electricity consumption in MWh,col2_Data source used to provide percentage breakdown of consumption by energy type,col3_Percentage of total consumption from coal (%),col4_Percentage of total consumption from gas (%),col5_Percentage of total consumption from oil (%),col6_Percentage of total consumption from nuclear (%),col7_Percentage of total consumption from hydropower (%),col8_Percentage of total consumption from bioenergy (biomass and biofuels) (%),col9_Percentage of total consumption from wind (%),col10_Percentage of total consumption from geothermal (%),col11_Percentage of total consumption from solar (%),col12_Percentage of total consumption from waste to energy (excluding biomass component) (%),col13_Percentage of total consumption from wave (%),col14_Percentage of total consumption from tidal (%),col15_Percentage of total consumption from other renewable sources (%),col16_Percentage of total consumption from other non-renewable sources (%),col17_Year data applies to,col18_Comment
2025 Disclosure Cycle,779465,CDP,867322,Prefeitura de Itabirito,City,Latin America,Brazil,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,199659.49,Regional/State-level data,0,0,5.68,0,81.06,10.02,0,0,3.25,0,0,0,0,0,2020|2024|2023,
2025 Disclosure Cycle,779465,CDP,895257,Prefeitura de Barcarena,City,Latin America,Brazil,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,270256.32,Other data source: Documento Oficial Anexado - Concessionária de Energia - Equatorial-PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.9,49.1,2023,Dados obtidos através de documento Oficial disponível em anexo no tópico anterior.
2025 Disclosure Cycle,779465,CDP,895654,Segamat,City,South East Asia & Oceania,Malaysia,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,693646.68,National-level data,37.9,37.3,1.5,0.0,17.7,1.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1,,Electricity consumption data for Segamat is derived from electricity consumption per capita data as in NATIONAL ENERGY BALANCE 2021 and population for Segamat in 2022. 
2025 Disclosure Cycle,779465,CDP,895681,Majlis Bandaraya Iskandar Puteri,City,South East Asia & Oceania,Malaysia,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,174231,National-level data,45,34.2,0.6,0,17.8,0,0,0,0,0,0,0,2.4,0,2021,"According to the Malaysia Urban-Rural National Indicators Netrowk for Sustainable Development (MURNInets 2.0) Report 2021, the total domestic electricity consumption in year 2020 are available for housing sector only in Iskandar Puteri."
2025 Disclosure Cycle,779465,CDP,917927,North Yorkshire Council,City,UKWW,United Kingdom,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,2824500,Jurisdiction-level data,0.0001,0.0406,0.0002,0,0.0478,2,0.684,0,0.9364,0,0,0,0.2367,0.0039,2020,Data sources \nElectricity total consumption:\nhttps://www.gov.uk/government/statistics/regional-and-local-authority-electricity-consumption-statistics\n\nRenewable energy generation: \n
2025 Disclosure Cycle,779465,CDP,918366,City of Gradiška,City,Europe,Bosnia and Herzegovina,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,74281.35,Other data source: SECAP of the City of Gradiška,52,0,0,0,38,5,0,0,5,0,0,0,10,90,2020,"Electricity consumed in the City of Gradiška comes from the national grid of Bosnia and Herzegovina. The energy mix is based on the national generation structure, which includes approximately 52% coal (lignite), 38% hydropower, and 10% from other renewable sources (including solar and biomass). The total energy consumption for the reporting year will be based on SECAP data or estimated using the emission factor of 0,76 tCO27MWh where applicable. "
2025 Disclosure Cycle,779465,CDP,918804,City of Budaörs,City,Europe,Hungary,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,161584,National-level data,10.2,15.7,0.15,34.4,0.48,3,1.36,0,3,0.3,0,0,0,31.2,2018,Percentage of total consumption from other non-renewable sources (%) = import electricity (which exact source (energy mix) is non-defined.
2025 Disclosure Cycle,779465,CDP,929501,Algarrobo,City,Latin America,Chile,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,48614,Utility-level data,9.8,15,8.1,0,20.7,2.1,14.3,,29.4,,,,,2.1,2024,"A septiembre 2024, el Sistema Eléctrico Nacional (SEN), del cual se abastece Algarrobo, posee 35.778,8 MW de capacidad instalada (potencia\nmáxima bruta) para generar energía eléctrica, de los cuales 17.348,9 MW corresponden a centrales de Energía Renovable No\nConvencional (ERNC, clasificadas según la Ley 20.257). A continuación, se muestra el detalle por de esa capacidad según tecnología\ny por región de localización.\n\nHay proyectos de generación solar en la comuna en el Servicio de Evaluación Ambiental, aprobados y en evaluación que debiesen comenzar a inyectar a la red desde 2025."
2025 Disclosure Cycle,779465,CDP,930236,Municipio Manuel Plácido Maneiro,City,Latin America,Venezuela (Bolivarian Republic of),Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,126,Regional/State-level data,0,50,0,0,50,0,0,0,0,0,0,,0,0,2022,"La información sobre las estadisticas descriptivas del sistema eléctrico en el municipio Maneiro no son de facil acceso. La información está atomizada, concentrada en el órgano regulador del suministro de energia hídrica y termoeléctrica (CORPOELEC) Los datos no son públicos.\nDesde la alcaldia se estan haciendo esfuerzos por levantar la información mediante la aplicación de instrumentos de recolección de información directamente en los puntos de consumo.\nLa dificultad se agudiza aún mas cuando muchos puntos de consumo no tienen medidores operativos, ya que la política del ente proveedor de servicio ha estado orientada a establecer \'tarifas fijas\', por lo que los datos arrojados en las facturaciones no pueden ser utilizados a los fines del censo energético.\nExiste un consi¿umo significativo de energia proveniente del petroleo, la cual está en incremento. Grandes Centros Comerciales y particulares hay incoporado plantas de suministro con base Diesel para amortiguar los efectos de las fallas en la continuidad del servicio producto de las fallas recurrentes en el sistema de suministro de energia hidroeléctrica."
2025 Disclosure Cycle,779465,CDP,930270,Ilustre Municipalidad de Ancud,City,Latin America,Chile,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,52163309,National-level data,23.2,19.1,2.2,0,24.4,2.3,10.7,0.6,17.4,0.3,0,,0,0,2022,Datos proporcionados por Asociación Empresas Generadoras 
2025 Disclosure Cycle,779465,CDP,930753,Yeoncheon County,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1918950,Jurisdiction-level data,,8,43,,,,,,,,,,16,32,2022,
2025 Disclosure Cycle,779465,CDP,931104,City of Leh,City,India,India,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,59887.48,Utility-level data,99.2,0,0,0,0,0,0,0,0.8,0,0,0,0,0,2022,NA
2025 Disclosure Cycle,779465,CDP,2027109,Ilustre Municipalidad De El Quisco,City,Latin America,Chile,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,33.77,Jurisdiction-level data,18,14.7,15,0,26.3,1.6,9.6,0.2,14.6,0,0,0,0,0,2021,"La energía eléctrica consumida en la comuna de El Quisco proviene del Sistema Eléctrico Nacional\n(SEN), el cual está compuesto por diversas centrales generadoras, líneas de transmisión y\nsubtransmisión, subestaciones eléctricas y el sistema de distribución (Energíamaps, 2021). El SEN posee una capacidad instalada de más de 25.816,7 [MW] de generación, una matriz bastante diversificada como se puede apreciar\nbasados en estos porcentajes se extrapolan a los consumos de la comuna\nElaboración propia a partir de datos por Energía Abierta, 2021.\n"
2025 Disclosure Cycle,779465,CDP,2027876,Tual City,City,South East Asia & Oceania,Indonesia,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,10646,Jurisdiction-level data,8,3,9,0,0,0,0,0,5,0,0,0,0,0,2024,Menggunakan data tahun 2024
2025 Disclosure Cycle,779465,CDP,2027926,Salinas,City,Latin America,Ecuador,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,10837.99,Jurisdiction-level data,0,0,,0,100,0,0,0,0,0,0,0,0,0,2025,Información proporcionada por el quipo técnico de CNEL - EP
2025 Disclosure Cycle,779465,CDP,50387,Prefeitura de Guarulhos,City,Latin America,Brazil,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,3850000,National-level data,1.3,6.3,,2.1,55.3,8.4,14.8,,6.3,,,,,,2024,"Dados de composição da oferta de energia elétrica extraídos do Balanço Energético Nacional 2025, elaborado pela Empresa de Pesquisa Energética. Disponível em: https://dashboard.epe.gov.br/apps/livro-ben/"
2025 Disclosure Cycle,779465,CDP,50543,"Halifax Regional Municipality, NS",City,North America,Canada,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,4188827.1,Utility-level data,35,10,3,0.0,28,3,16,0,1,0.0,0.0,0.0,1,4,2024,This year we are reporting the mix from the electricity utility: https://www.nspower.ca/cleanandgreen/clean-energy\n\nHave assumed that all of the renewable energy imports were hydro.
2025 Disclosure Cycle,779465,CDP,58485,"Abington Township, PA",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,415816.62,Utility-level data,4.7,54.1,0,36.4,1.1,0.9,1,0,1,0,0,0,0,0.7,2023,
2025 Disclosure Cycle,779465,CDP,60391,Municipalidad de San Borja,City,Latin America,Peru,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,970432961,Jurisdiction-level data,1.0,54.0,9.0,3.0,20.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,13.0,0.0,2023,"El potencial de generación de energía geotérmica y eólica en San Borja es limitado. Además, históricamente, la implementación de sistemas de energía solar en San Borja ha sido limitada debido a la percepción de ineficacia en términos de costos y la escasez de días soleados. Sin embargo, San Borja tiene la oportunidad de superar esos obstáculos implementando tecnologías fotovoltaicas (PV) que funcionen eficientemente en condiciones de cielo nublado. Además, San Borja tiene una temperatura promedio baja durante todo el año, lo que beneficia la eficiencia de las células solares. Por lo tanto, este estudio recomienda que se evalúen fuentes de energía solar a pequeña escala."
2025 Disclosure Cycle,779465,CDP,60393,Municipalidad de Santiago,City,Latin America,Chile,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1098623,Jurisdiction-level data,11,11,11,0,21,0,14,0,30,0,0,0,2,0,2023,El presente desglose de sustenta en la información disponible en la plataforma energía abierta del Gobierno de Chile. http://energiaabierta.cl/visualizaciones/capacidad-instalada/\n\nDonde se Presenta la capacidad Instalada en Chile en cuanto a tipos de fuentes renovables y no renovables.
2025 Disclosure Cycle,779465,CDP,68375,Prefeitura de Abaetetuba,City,Latin America,Brazil,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,118352570.8,Jurisdiction-level data,,,,,45,,,,,,,,,,,
2025 Disclosure Cycle,779465,CDP,73533,Intendencia de Canelones,City,Latin America,Uruguay,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,53367,National-level data,0,0,24,0,31,8,31,0,6,0,0,0,0,0,2022,Los datos indicados como consumo de energía fueron calculados según lo indicado en el Balance Energético Nacional (pág. 11)
2025 Disclosure Cycle,779465,CDP,73734,Envigado,City,Latin America,Colombia,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,385029489,Jurisdiction-level data,0,3.63,0.14,0.0,86.13,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2024,"Datos de consumo de energía del SUI - Sistema Único de Información de Servicios Públicos (SUI), Gobierno de Colombia. En el Observatorio ambiental (www.ambientometroenvigado.com) en los datos correspondientes a consumo de servicios públicos, puede revisarse los datos correspondientes."
2025 Disclosure Cycle,779465,CDP,826201,Ayuntamiento de Zapopan,City,Latin America,Mexico,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,2459201.48,National-level data,4.0,20.0,62.0,2.0,2.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,No hay comentarios
2025 Disclosure Cycle,779465,CDP,834373,"Town of York, ME",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,536.4,Regional/State-level data,0.5,29.8,0.2,9.8,7.3,7.5,3.7,0,0,0,0,0,0,0.2,2022,
2025 Disclosure Cycle,779465,CDP,834374,Tagum City,City,South East Asia & Oceania,Philippines,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,24366.52,Utility-level data,,,,,31.82,,,,,,,,,,,
2025 Disclosure Cycle,779465,CDP,866903,Prefeitura de Itapipoca,City,Latin America,Brazil,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,50,Jurisdiction-level data,0,0,0,0,0,0,60,0,0,0,0,0,60,40,2013,sem
