disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Total quantity of food procured (tonnes),col2_Breakdown of procured food by food group,col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,866900,Delicias,City,Latin America,Mexico,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,63.43,Aceites y grasas: 8.128\nCereales: 38.74\nProteinas: 2.13\nCarbohidratos: 1.42\nAlimentos de origen vegetal: 1.00\nEspecies y condimentos: 0.024\nFrutas y verduras: 3.649\nLeguminosas: 5.07\nMinerales y condimentos: 1.065\nAlimentos procesados: 2.200\n,2024,Hay un programa anual de Presiencia Municipal denominado \'Desayunos Escolares 2024\' y otro programa de entrega de despensas a grupos vulnerables.
2025 Disclosure Cycle,779465,CDP,895653,North Minahasa,City,South East Asia & Oceania,Indonesia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,1,,,
2025 Disclosure Cycle,779465,CDP,895681,Majlis Bandaraya Iskandar Puteri,City,South East Asia & Oceania,Malaysia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0.0,Data not available for Iskandar Puteri areas,2024,Data not available
2025 Disclosure Cycle,779465,CDP,900978,Manzanillo,City,Latin America,Cuba,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,10586,"El municipio Manzanillo posee una población de 129 656 habitantes, para proporcionar 15 libras de viandas, se necesita una producción de 882.17 toneladas; de hortalizas (10) libras con 129.65 toneladas; de granos (2) libras es necesario producir 117.6 toneladas y de frutales (3) libras con 176.5 toneladas, con estas producciones se satisface las 30 libras percápitas por habitantes.",2025,
2025 Disclosure Cycle,779465,CDP,917927,North Yorkshire Council,City,UKWW,United Kingdom,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,2025,This data is currently unavailable. 
2025 Disclosure Cycle,779465,CDP,918239,City of Reșița,City,Europe,Romania,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,0,2025,No data. 
2025 Disclosure Cycle,779465,CDP,918254,Skellefteå Municipality,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,2602050,"Fresh products (e.g. refrigerated/fresh): 1, 497 tonnes\nFrozen foods: 500 tonnes\nDry goods (panty/colonial/grocery): 604 tonnes\nNutrition-specific products: 0,25 tonnes",2024,"The reported data is based on food purchase made through Skellefteå municipality´s central wholesaler, covering public kitchens in schools, elderly care and other facilities. It does not include food bought directly by units from retailers like Coop or ICA, so the actual total is likely higher. The climate impact has been calculated using emission factors from RISE´s climate data, not WRI´s Coold Food Calculator."
2025 Disclosure Cycle,779465,CDP,918264,Municipality of Ilion,City,Europe,Greece,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,102582.63,"Category/Type of Food\tTotal Quantity (kg)\nFruits\t 11845\nVegetables\t 15603.5\nMeat\t 6110\nFrozen Fish\t 2400\nFrozen Vegetables\t 1000\nDairy Products & Eggs\t 16023.5\nOil\t 4703\nLegumes & Rice\t 10825\nPasta Products\t 11575\nFlours \t 445.03\nBakery/Confectionery Products 9635\nHoney, Jam, Halva etc.\t 717\nBreakfast Cereals & Biscuits\t 689.25\nOther Grocery products (Sugar, Salt, Coffee, Cocoa, Spices)\t 7629.35\n\nTOTAL (KG)\t 102582.63\n",2025,"The above-mentioned figure refers to food procurement conducted through 8 contracts signed by municipal authorities during 2025. The food procured will be used in municipal kindergartens and social services facilities run by Ilion Municipality. However, the actual figure of food procured in 2025 is higher, given that in two of the 8 contracts used, quantities are provided in ready meals/snacks for the final beneficiaries (185370 meals + 5625 ready meals + 26600 snacks) and not in Kgs. "
2025 Disclosure Cycle,779465,CDP,918366,City of Gradiška,City,Europe,Bosnia and Herzegovina,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,"The City of Gradiška currently does not systematically collect data on the total quantity of food procured for government-owned or operated facilities such as schools, kindergartens and hospitals. While procurement is conducted by individual institutions, there is no centralized tracking or reporting of total food quantities at the municipal level. The city recognizes the value of this data for sustainability planning and intends to improve data collection practices in the future."
2025 Disclosure Cycle,779465,CDP,918783,City of Békéscsaba,City,Europe,Hungary,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,no data is available by now.,2021,no data is available by now
2025 Disclosure Cycle,779465,CDP,918804,City of Budaörs,City,Europe,Hungary,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,No data is available.
2025 Disclosure Cycle,779465,CDP,918805,City of Ajka,City,Europe,Hungary,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,no data,,
2025 Disclosure Cycle,779465,CDP,919723,Alvesta Municipality,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,620,Alvesta Municipality\nSchool and preschool\ncare department \nother,2024,"Alvesta Municipality produces approximately 3,500 portions of food every day (Monday to Friday) for preschool and school. In addition, breakfast, fruit and snacks are provided to preschool children. Schoolchildren who attend after-school activities within the school have the opportunity to receive breakfast and snacks.\n\nWithin the care administration, food is distributed to the elderly and people with certain disabilities.\n\nother food, for office staff"
2025 Disclosure Cycle,779465,CDP,919724,Gällivare Municipality,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,574,,2024,
2025 Disclosure Cycle,779465,CDP,919730,Lambeth Council,City,UKWW,United Kingdom,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,We currently do not collect this data
2025 Disclosure Cycle,779465,CDP,923490,Frutillar,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,N/A,,"La Municipalidad de Frutillar no administra directamente el aprovisionamiento de alimentos en instalaciones públicas. El suministro en escuelas y liceos municipales corresponde a JUNAEB a través de concesionarios externos, y la alimentación en hospitales y CESFAM es responsabilidad del Servicio de Salud Reloncaví. A nivel municipal solo se realizan compras menores de coffee breaks y catering para eventos, no cuantificables en toneladas. Por tanto, no se cuenta con información de adquisiciones de alimentos consolidada a nivel comunal."
2025 Disclosure Cycle,779465,CDP,924780,City of Butuan,City,South East Asia & Oceania,Philippines,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,27.153,2 tons for Crisis Intervention Unit\n2.5 tons for Halfway House\n11 tons for Residential Care Facility\n2.551 tons for Evacuation Centers,2025,Food supplies are ready and in place for any emergency.
