disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Data availability,col2_Response (in unit specified),col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",City,North America,Canada,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Other: Reporting based regional level data,192250,2023,"As an upper-tier municipal government, Durham Region provides programs and services to over 215,000 households within eight municipalities: Ajax, Brock, Clarington, Oshawa, Pickering, Scugog, Uxbridge and Whitby. The Region continues to deliver innovative waste reduction, diversion, and disposal programs to meet the needs of the growing population. Collection: Durham Region manages curbside collection of recyclables, organics, leaf and yard waste and residual garbage in Ajax, Brock, Clarington, Pickering, Scugog and Uxbridge. The Region collects recycling in Whitby and Oshawa, but partners with both municipalities to ensure uniform collection programs Region-wide. Bulky, metal goods, waste electrical and electronic equipment, battery, and porcelain collection is also provided to single family homes in Ajax, Brock, Clarington, Pickering, Scugog and Uxbridge by the Region. In addition to curbside collection services, over 400 multi-residential buildings and townhouses are also serviced by the Region of Durham's weekly waste collection programs. Onsite collection services offered in the buildings include recyclables, battery and e-waste collection. Durham Region manages disposal of residual waste from all eight of its local area municipalities. Disposal: Within the Region's 5R hierarchy (Rethink, Reduce, Reuse, Recycle, Recover), the preferred final disposal destination is energy-from-waste at the Durham York Energy Centre (DYEC) in Clarington to maximize the benefit of capturing energy from residual waste. The energy-from-waste process reduces the volume of residential waste by approximately 85to 90 per cent. The largest portion of the waste remaining after processing is, non-hazardous bottom ash. The smaller portion is fly ash with lime and carbon residue from onsite treatment which is captured in the air pollution control equipment. Ash at the DYEC is tested to ensure that it is non-hazardous before being shipped offsite. Bottom ash and treated fly ash are transported to landfill and used as daily cover material, reducing the need for soil or other cover materials. In the year 2023, the total garbage collected and processed by DYEC was 140,000 tonnes. The same year, Durham Region residents generated 33,510 tonnes of source separated organics from the Green Bin program which represents 17.4 per cent of the Region's overall diversion achievement via processing organic waste into compost. "
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",City,North America,Canada,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),Other: Reporting based regional level data,72,2023,"Durham Region manages disposal of residual waste from all eight of its local area municipalities. Within the Region's 5R hierarchy (Rethink, Reduce, Reuse, Recycle, Recover), the preferred final disposal destination is energy-from-waste at the Durham York Energy Centre (DYEC) in Clarington to maximize the benefit of capturing energy from residual waste. The energy-from-waste process reduces the volume of residential waste by approximately 85 to 90 per cent. The largest portion of the waste remaining after processing is, non-hazardous bottom ash. The smaller portion is fly ash with lime and carbon residue from onsite treatment which is captured in the air pollution control equipment. Ash at the DYEC is tested to ensure that it is non-hazardous before being shipped offsite. Bottom ash and treated fly ash are transported to landfill and used as daily cover material, reducing the need for soil or other cover materials. Please refer to attachment - Waste Management Annual Report 2023_Region of Durham\nchrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.durham.ca/en/living-here/resources/Documents/GarbageandRecycling/Annual-Reports/2023-Region-of-Durham-Annual-Report---ACC.pdf"
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",City,North America,Canada,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Other: Reporting based regional level data,90.0,2023,"After all diversion efforts like green bin and blue box have been utilized, Durham Region manages its remaining residual waste primarily through energy recovery at an energy-from-waste facility in Clarington. The facility began commercial operations in January 2016 and is owned by the Region of Durham and Region of York (Regions). The Durham York Energy Centre (DYEC) is a waste management facility that produces energy from the combustion of waste. It generates enough electricity to power approximately 10,000 homes a year, captures residual metals and reduces the volume of waste going to landfill by up to 90 per cent. Please refer to attachment - Waste Management Annual Report 2023_Region of Durham\nchrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.durham.ca/en/living-here/resources/Documents/GarbageandRecycling/Annual-Reports/2023-Region-of-Durham-Annual-Report---ACC.pdf"
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",City,North America,Canada,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Other: 2.6,2.6,2015,"After all diversion efforts like green bin and blue box have been utilized, Durham Region manages its remaining residual waste primarily through energy recovery at an energy-from-waste facility in Clarington. The facility began commercial operations in January 2016 and is owned by the Region of Durham and Region of York (Regions). The Durham York Energy Centre (DYEC) is a waste management facility that produces energy from the combustion of waste. It generates enough electricity to power approximately 10,000 homes a year, captures residual metals and reduces the volume of waste going to landfill by up to 90 per cent. In 2023, the DYEC processed 140,000 tonnes of garbage ( DYEC processes up to 110,000 tonnes of Durham garbage and 30,000 tonnes of York garbage per year), while recovering approximately 3,982 tonnes of metal and generating 94,886 MWh of electricity, which was exported for sale to the provincial grid."
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",City,North America,Canada,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",City,North America,Canada,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",City,North America,Canada,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",City,North America,Canada,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Other: Reporting based regional level data,18511.413,2021,"Corbett Creek Water Pollution Control Plant (Corbett Creek WPCP) located in the Town of Whitby, is owned and operated by the Regional Municipality of Durham. The plant is operated according to the terms and conditions of the ECA's. Corbett Creek WPCP treats wastewater from the Whitby, Brooklin and Oshawa service areas. The Corbett Creek WPCP is designed to treat wastewater at an average daily flow rate of 84,350 cubic metres per day (m3/d). Please refer to Corbett Creek Water Pollution Control Plant 2021 Annual Performance Report "
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",City,North America,Canada,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,840313,Municipalidad de Cerro Navia,City,Latin America,Chile,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,69045.487,2024," 69.045,487 toneladas 2024 -Declarados en Sistema nacional de declaración de residuos SINADER "
2025 Disclosure Cycle,779465,CDP,840427,Hat Yai City Municipality,City,South East Asia & Oceania,Thailand,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,69886.65,2024,ในปี 2022 เทศบาลนครหาดใหญ่ ส่งขยะไปกำจัดโดยการเผาเป็นพลังงานไฟฟ้า (watse to energy) แต่ในเดือนเมษายน 2023 ได้มีหยุดระบบเตาเผา ทำให้ต้องส่งขยะไปกำจัดยังโรงงานคัดแยกขยะเพื่อนำไปใช้เป็นขยะเชื้อเพลิง (Refuse Derived Fuel : RDF) ซึ่งอยู่นอกเขตเทศบาล
2025 Disclosure Cycle,779465,CDP,840428,Hua-Hin Municipality,City,South East Asia & Oceania,Thailand,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,52814,2021,
2025 Disclosure Cycle,779465,CDP,840492,City of Malolos,City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,840515,Tangerang Selatan City,City,South East Asia & Oceania,Indonesia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,414.75,2024,Data Pengelolaan Sampah di Kota Tangerang Selatan selama tahun 2024
2025 Disclosure Cycle,779465,CDP,840521,City of Denizli,City,UKWW,Türkiye,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,283687.23,2023,"In 2023, 248,054.25 tons of solid waste in Kumkısık Solid Waste Facility and 35,632.98 tons of solid waste in Tavas Solid Waste Facility, total 283,687.23 tons of solid waste were regularly stored. These data correspond to 26.78% of the population. The following formula was applied for the remaining 16%.(National Garbage Quantity + Local Regional Garbage Amount (Per Capita) )/2 * 365 days/1 year * 16% of the populationNational Waste Quantity (TUIK) = 1.13 kg/person.dayLocal Regional Waste Amount = 0.84 kg/person.day"
