disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Source of jurisdiction's water supply,col2_Are you able to report volumetric data for this source?,col3_Annual volume of water withdrawn per source (in megalitres) ,col4_Projected level of change over next 5-10 years,col5_Comment
2025 Disclosure Cycle,779465,CDP,74670,Antalya Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Ground water (renewable),Yes,2488862,Higher volume projected to be withdrawn,"Water supply in Antalya is primarily sourced from surface water (≈14.6 billion m³/year) and renewable groundwater (≈2.5 billion m³/year), based on DSİ 13th Regional Directorate data (2024). Due to climate change impacts and increased agricultural/urban demand, surface water use is expected to decline, while groundwater withdrawals are likely to increase in the next decade. No desalinated water is currently in use (https://webdosya.csb.gov.tr/db/ced/icerikler/antalya_-cdr2023-20241230080933.pdf)."
2025 Disclosure Cycle,779465,CDP,74673,İzmir Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),Yes,173657,Higher volume projected to be withdrawn,
2025 Disclosure Cycle,779465,CDP,74673,İzmir Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,140800,Higher volume projected to be withdrawn,
2025 Disclosure Cycle,779465,CDP,74690,Municipality of L'Hospitalet de Llobregat,City,Europe,Spain,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),Yes,166847,Higher volume projected to be withdrawn,Se proyecta extraer un volumen mayor para el uso de los servicios de limpioeza viaria y riego de parques y jardines
2025 Disclosure Cycle,779465,CDP,74690,Municipality of L'Hospitalet de Llobregat,City,Europe,Spain,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,No hay datos disponibles
2025 Disclosure Cycle,779465,CDP,826208,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),City,Latin America,Mexico,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Jurisdiction does not have this data,,,,No se tiene información disponible
2025 Disclosure Cycle,779465,CDP,826396,Municipality of Sintra,City,Europe,Portugal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),No,,,
2025 Disclosure Cycle,779465,CDP,826396,Municipality of Sintra,City,Europe,Portugal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,
2025 Disclosure Cycle,779465,CDP,826396,Municipality of Sintra,City,Europe,Portugal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,Other: Imported water,Yes,25616,Do not know,
2025 Disclosure Cycle,779465,CDP,826425,Municipality of Caldas da Rainha,City,Europe,Portugal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),Yes,3192.559,Do not know,
2025 Disclosure Cycle,779465,CDP,826425,Municipality of Caldas da Rainha,City,Europe,Portugal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,2182.563,Do not know,
2025 Disclosure Cycle,779465,CDP,826429,Municipality of Figueira da Foz,City,Europe,Portugal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),Yes,1439,Do not know,"Dados provenientes do Instituto Nacional de Estatística, referentes a 2021."
2025 Disclosure Cycle,779465,CDP,826429,Municipality of Figueira da Foz,City,Europe,Portugal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,2812,Do not know,"Dados provenientes do Instituto Nacional de Estatística, referentes a 2021."
2025 Disclosure Cycle,779465,CDP,826431,Municipality of Loulé,City,Europe,Portugal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,7294.43,Do not know,"O volume reportado refere-se ao volume de água entrada no sistema em 2023, importada da Águas do Algarve e outras entidades gestoras (7 294 430 m3/ano). "
2025 Disclosure Cycle,779465,CDP,826431,Municipality of Loulé,City,Europe,Portugal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,Ground water (renewable),Yes,798.222,Do not know,O volume reportado refere-se ao volume de água subterrânea captada no município em 2023 (798 222 m3/ano). \nNo município de Loulé existem 34 captações de água subterrânea (2023).
2025 Disclosure Cycle,779465,CDP,831674,Municipality of Amarante,City,Europe,Portugal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Jurisdiction does not have this data,,,,o abastecimento de água é da responsabilidade de uma entidade público-privada -águas do Norte
2025 Disclosure Cycle,779465,CDP,831812,Municipalidad de Puerto Barrios,City,Latin America,Guatemala,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,
2025 Disclosure Cycle,779465,CDP,832078,Municipality of Mafra,City,Europe,Portugal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,"Conforme informação fornecida pelos SMAS Mafra, a água é captada maioritariamente na Barragem do Castelo de Bode. "
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",4,Row 4,Other: Water from impounding reservoirs,Yes,78931.25,Do not know,"This data has been calculated from Severn Trent Water's Annual Performance Report for 2024/25. The report provides daily water abstraction, in this case for water from impounding reservoirs, which have been multiplied to provide an annual figure. The report is available here: https://www.stwater.co.uk/content/dam/stw/regulatory-library/sve-final-2024-25-apr-tables-excluding-tables-3A-3I-v1-1.xlsx\n\nThere is an expectation that droughts will become more common, with Severn Trent producing a Drought Plan for the 2022-2027 period, detailing monitoring plans, public behaviour change campaigns and supply side actions."
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",5,Row 5,Other: Water from pumped storage reservoirs,Yes,98188.65,Do not know,"This data has been calculated from Severn Trent Water's Annual Performance Report for 2024/25. The report provides daily water abstraction, in this case for water from pumped storage reservoirs, which have been multiplied to provide an annual figure. The report is available here: https://www.stwater.co.uk/content/dam/stw/regulatory-library/sve-final-2024-25-apr-tables-excluding-tables-3A-3I-v1-1.xlsx\nThere is an expectation that droughts will become more common, with Severn Trent producing a Drought Plan for the 2022-2027 period, detailing monitoring plans, public behaviour change campaigns and supply side actions.\n"
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",6,Row 6,Other: Water from river abstractions,Yes,345074.65,Do not know,"This data has been calculated from Severn Trent Water's Annual Performance Report for 2024/25. The report provides daily water abstraction, in this case for water from river abstractions, which have been multiplied to provide an annual figure. The report is available here: https://www.stwater.co.uk/content/dam/stw/regulatory-library/sve-final-2024-25-apr-tables-excluding-tables-3A-3I-v1-1.xlsx\nThere is an expectation that droughts will become more common, with Severn Trent producing a Drought Plan for the 2022-2027 period, detailing monitoring plans, public behaviour change campaigns and supply side actions.\n"
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",7,Row 7,"Other: Water from groundwater works, excluding managed aquifer recharge (MAR) water supply schemes",Yes,202443.6,Do not know,"This data has been calculated from Severn Trent Water's Annual Performance Report for 2024/25. The report provides daily water abstraction, in this case for water from groundwater works (excluding managed aquifer recharge (MAR) water supply schemes), which have been multiplied to provide an annual figure. The report is available here: https://www.stwater.co.uk/content/dam/stw/regulatory-library/sve-final-2024-25-apr-tables-excluding-tables-3A-3I-v1-1.xlsx\nThere is an expectation that droughts will become more common, with Severn Trent producing a Drought Plan for the 2022-2027 period, detailing monitoring plans, public behaviour change campaigns and supply side actions.\n"
2025 Disclosure Cycle,779465,CDP,834094,City of Ligao,City,South East Asia & Oceania,Philippines,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (renewable),Yes,1229.9,Do not know,No figures/Data indicated in the LCCAP for the projection of level of change.
2025 Disclosure Cycle,779465,CDP,834094,City of Ligao,City,South East Asia & Oceania,Philippines,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Other: Spring,Yes,1372.82,Do not know,No figures/Data indicated in the LCCAP for the projection of level of change.
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,34077,About the same volume projected to be withdrawn,"https://ebook.dobong.go.kr/ecatalog5.asp?Dir=498\n\n도봉구 물 공급원 서울특별시 아리수본부 강북정수센터에서 한강물을 취수하여 정수 후 공급하고 있으며, 2023년 기준 일평균 급수량은 92,364m3임 "
2025 Disclosure Cycle,779465,CDP,834161,Kinmen County Government,City,China,East Asia,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Jurisdiction does not have this data,,,,
2025 Disclosure Cycle,779465,CDP,834261,Municipality of Irapuato,City,Latin America,Mexico,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),Yes,57945,Higher volume projected to be withdrawn,
2025 Disclosure Cycle,779465,CDP,834339,Odawara City,City,Japan,Japan,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,
2025 Disclosure Cycle,779465,CDP,834347,Seberang Perai Municipal Council,City,South East Asia & Oceania,Malaysia,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Jurisdiction does not have this data,,,,not available
2025 Disclosure Cycle,779465,CDP,834515,Şanlıurfa Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,130560,Higher volume projected to be withdrawn,No Comment
2025 Disclosure Cycle,779465,CDP,838937,Mersin Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,117100000,Higher volume projected to be withdrawn,No comment
2025 Disclosure Cycle,779465,CDP,838937,Mersin Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Ground water (non-renewable),Yes,40400000,Higher volume projected to be withdrawn,No comment
2025 Disclosure Cycle,779465,CDP,838939,Kocaeli Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,381000,Less volume projected to be withdrawn,"Effective drinking water management hinges on several key elements: water resource planning, treatment processes, distribution infrastructure, reducing water loss, and preserving water quality. Our institution has been proactively diversifying its drinking water sources by exploring alternative local options. Concurrently, we've implemented numerous administrative and physical measures to curb network losses and optimize water usage. To alleviate the strain on drinking water supplies, we've been investing in and promoting the supply of reclaimed water to industries. As part of our Drought Mitigation Strategy, we've constructed a transmission line connecting the Sapanca Lake and Yuvacık Dam Drinking Water Treatment Plant. This strategic move positions Sapanca Lake as a backup water source. Should the capacity of Yuvacık Dam prove insufficient, the transmission line is activated to safeguard the city's water supply. This investment has been instrumental in averting mandatory water cuts and the need for rotational water supply, which are common during water shortages."
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,69350,Higher volume projected to be withdrawn,"Total 74,825 megalitres water will be withdrawn by 2030.\n\n190 MLD water withdrawn. Hence, annually 69,350 megalitres of water will be withdrawn. (March 2025)"
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),No,,,"We don't have yet data on this in terms of volume. We only have 13,473 wells in the City."
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,900,Much higher volume projected to be withdrawn,"Total municipal water withdrawal is drawn primarily from groundwater (deep wells and spring-fed systems) with minor contributions from rainwater harvesting, small surface water sources, and private bulk suppliers. Data are based on 2023-2024 Del Carmen Water District operations reports and MENRO estimates.\nExpansion of the Level III water system and tourism growth are expected to raise demand by roughly 10-15 % within the next decade. Watershed protection and leakage-reduction programs are in place to moderate this increase."
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,"Disaggregated data on water intake by source for Nowon-gu is not available. The district abstracts 100% of its water from the Han River and is supplied through Seoul's water treatment plants (e.g., Gangbuk Water Treatment Plant). Accordingly, Nowon-gu does not independently compile such data, which is only available at the Seoul-wide or water treatment plant level. However, the volume of water supplied to Nowon-gu can be measured and amounted to 42,367,142 tons in 2024. While short-term fluctuations in demand may occur due to heat waves and other climate factors, overall water intake in Nowon-gu is expected to decrease over the next 5-10 years due to population decline and strengthened water demand management policies."
2025 Disclosure Cycle,779465,CDP,842167,Sakarya,City,UKWW,Türkiye,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,
2025 Disclosure Cycle,779465,CDP,848568,"Metropolitan Council, Twin Cities",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),Yes,259772,Higher volume projected to be withdrawn,Annual volume withdrawn is the average from 2012 to 2022. Higher projected withdrawal is due to expected population growth.
2025 Disclosure Cycle,779465,CDP,848568,"Metropolitan Council, Twin Cities",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,90527,Higher volume projected to be withdrawn,Annual volume withdrawn is the average from 2012 to 2022. Higher projected withdrawal is due to expected population growth.
2025 Disclosure Cycle,779465,CDP,854042,Metropolitan Municipality of Milan,City,Europe,Italy,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (renewable),No,,,No data available
2025 Disclosure Cycle,779465,CDP,854042,Metropolitan Municipality of Milan,City,Europe,Italy,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,No data available
2025 Disclosure Cycle,779465,CDP,860640,Junta Intermunicipal de Medio Ambiente Altos Norte (JIAN),City,Latin America,Mexico,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),No,,,"El personal es poco para poder gestionar, recabar y analizar la información. "
2025 Disclosure Cycle,779465,CDP,862673,"City of Selkirk, MB",City,North America,Canada,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (renewable),Yes,1022.66,About the same volume projected to be withdrawn,Per capita water usage is going down and mitigating increased draw due to advances in efficiency equipment.\n\nThe city has an aquifer monitoring program that monitors the condition of groundwater and relationship to precipitation.
2025 Disclosure Cycle,779465,CDP,862909,"Blaine County, ID",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,The majority of water use in the Northern part of the county is surface water in the form of snowmelt draining into rivers and reservoirs. The Southern part of the County uses groundwater resources as well as surface water resources.
2025 Disclosure Cycle,779465,CDP,863224,East Central Florida Regional Planning Council,City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (renewable),No,,,data not available
2025 Disclosure Cycle,779465,CDP,863405,"City of Boca Raton, FL",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (renewable),No,,,
2025 Disclosure Cycle,779465,CDP,866900,Delicias,City,Latin America,Mexico,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),Yes,17172.496,Do not know,Los datos volumetricos d ela fuente son de 780 LPS
2025 Disclosure Cycle,779465,CDP,895681,Majlis Bandaraya Iskandar Puteri,City,South East Asia & Oceania,Malaysia,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,"Johor Water Company (SAJ) is the primary entity responsible for providing clean water. There are 9 facilitiesof water treatment plants in Johor Bahru including the MBIP area, which actively provide water to thecity and their capacity is sufficient to meet present demand. 100% of Iskandar Puteri residents are ableto access the water supply"
2025 Disclosure Cycle,779465,CDP,917927,North Yorkshire Council,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,83198,Do not know,Data for freshwater sourced from reservoirs - average for 2017 to 2023.
2025 Disclosure Cycle,779465,CDP,917927,North Yorkshire Council,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Ground water (renewable),Yes,30286,Do not know,Data for renewable groundwater - average for 2017 to 2023.
2025 Disclosure Cycle,779465,CDP,917927,North Yorkshire Council,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,64083,Do not know,Data for freshwater sourced from river intakes- average for 2017 to 2023.
2025 Disclosure Cycle,779465,CDP,918264,Municipality of Ilion,City,Europe,Greece,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,
2025 Disclosure Cycle,779465,CDP,918430,Municipality of Athienou,City,Europe,Cyprus,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,"Sources of water supply:\nAthienou's water supply is managed within the national water system of Cyprus, which combines desalination, surface water from dams, groundwater abstraction, and limited use of recycled water for irrigation.\n\nEstimated volumes withdrawn (national distribution, applied locally):\n\nDesalination: approx. 60-65% of total supply\n\nSurface water (dams): approx. 20-25%\n\nGroundwater: approx. 10-15%\n\nRecycled water (non-potable, mainly for irrigation): small share\n\nProjected change:\n\nDesalination: expected to increase or remain stable, becoming the dominant source due to increasing drought.\n\nSurface water: expected to decrease in reliability because of reduced rainfall and higher evaporation rates.\n\nGroundwater: projected to decrease due to over-extraction risks and declining water quality.\n\nRecycled water: projected to increase as part of national efforts to expand reuse for agriculture and reduce pressure on potable sources."
2025 Disclosure Cycle,779465,CDP,919730,Lambeth Council,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),No,,,
2025 Disclosure Cycle,779465,CDP,2024876,Town of Lügde,City,Europe,Germany,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (renewable),No,,,
2025 Disclosure Cycle,779465,CDP,2044754,Karatay Municipality,City,UKWW,Türkiye,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),No,,,No comment
2025 Disclosure Cycle,779465,CDP,35913,City of Nairobi,City,UKWW,Kenya,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),Yes,182500000,Much less volume projected to be withdrawn,"some boreholes aquifers levels are going down,\ncity has about 5000 boreholes"
2025 Disclosure Cycle,779465,CDP,35913,City of Nairobi,City,UKWW,Kenya,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,220000000,Much higher volume projected to be withdrawn,The city has plans to expand its water sources and supply
2025 Disclosure Cycle,779465,CDP,44210,Yeosu City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,27,About the same volume projected to be withdrawn,
2025 Disclosure Cycle,779465,CDP,50543,"Halifax Regional Municipality, NS",City,North America,Canada,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,47284,Higher volume projected to be withdrawn,Data collected from Annual Report: https://halifaxwater.ca/sites/default/files/2024-10/Halifax%20Water%20Annual%20Report23-24.pdf
2025 Disclosure Cycle,779465,CDP,50543,"Halifax Regional Municipality, NS",City,North America,Canada,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Other: Private wells,No,,,There is a portion of the municipality not served by Halifax Water. These residents and businesses operate private wells.
2025 Disclosure Cycle,779465,CDP,60391,Municipalidad de San Borja,City,Latin America,Peru,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (non-renewable),No,,,"El distrito de San Borja cuenta con un servicio de agua potable de alta calidad, gestionado principalmente por la empresa estatal SEDAPAL, que garantiza el abastecimiento continuo y seguro a la mayoría de hogares, instituciones y comercios del distrito. El acceso al agua potable es casi universal, beneficiando a más del 95% de la población, lo que contribuye significativamente a la salud pública y al bienestar de los vecinos.\n\nSan Borja ha implementado además programas orientados a la gestión sostenible del recurso hídrico, promoviendo el uso responsable del agua mediante campañas de sensibilización ciudadana y educación ambiental. Estas iniciativas buscan reducir el consumo excesivo y fomentar prácticas de ahorro, como la instalación de dispositivos de bajo consumo y la reparación oportuna de fugas.\n\nEl distrito también trabaja en coordinación con organismos técnicos para mantener la infraestructura hidráulica en óptimas condiciones y evitar pérdidas. Asimismo, se desarrollan proyectos para el uso eficiente del agua en áreas verdes públicas, utilizando sistemas de riego tecnificado y captación de aguas pluviales.\n\nEn resumen, San Borja garantiza un servicio de agua potable confiable y sostenible, incorporando esfuerzos para conservar el recurso y mejorar la calidad de vida de su población."
2025 Disclosure Cycle,779465,CDP,73793,La Estrella,City,Latin America,Colombia,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,1100,Less volume projected to be withdrawn,"Actualmente se esta elaborando un Plan Maestro de Acueducto y Alcantarillado que busca mejorar la prestación del servicio reduciendo perdidas por la condución del agua desde los tanques de almacenamiento hasta los usuarios finales, adicionalmente se cambia el origén de la captación del agua de quebradas locales a un embalse regional operado por las Empresas Publicas de Medellín."
2025 Disclosure Cycle,779465,CDP,866903,Prefeitura de Itapipoca,City,Latin America,Brazil,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,27.67,About the same volume projected to be withdrawn,"Itapipoca tem um grande açude gameleira volume de 27,67 milhões de m³ que representa 99,10% da sua capacidade máxima, sendo fundamental para a garantia de abastecimento da região itapipoquense. "
